Source,Target,airline,aid,s,d,codeshare,stops,equipment
3759,3682,WN,4547,CMH,ATL,Y,0,717
3759,3690,WN,4547,CMH,BNA,,0,73W 73C
3759,3697,AA,24,CMH,LGA,Y,0,CR7 ERD
3759,3697,DL,2009,CMH,LGA,,0,CR7 ERJ
3759,3697,US,5265,CMH,LGA,,0,CR7 ERD
3759,3714,UA,5209,CMH,IAD,Y,0,E70 DH4 ERJ CR7 CRJ
3759,3747,FL,1316,CMH,MDW,Y,0,73W
3759,3747,WN,4547,CMH,MDW,,0,73W 73H
3759,3751,UA,5209,CMH,DEN,Y,0,E70 CR7
3759,3751,WN,4547,CMH,DEN,,0,73W
3759,3752,AA,24,CMH,PHL,Y,0,E70 CRJ E75
3759,3752,US,5265,CMH,PHL,Y,0,E70 CRJ E75
3759,3793,DL,2009,CMH,RSW,Y,0,E70
3759,3793,WN,4547,CMH,RSW,,0,73W
3759,3797,AA,24,CMH,JFK,Y,0,CR7 ER4
3759,3797,DL,2009,CMH,JFK,Y,0,ERJ CRJ
3759,3797,US,5265,CMH,JFK,,0,CR7
3759,3807,FL,1316,CMH,RNO,Y,0,73W
3759,3830,AA,24,CMH,ORD,Y,0,ER4 CR7 ERD
3759,3830,UA,5209,CMH,ORD,,0,738319739
3759,3830,US,5265,CMH,ORD,,0,ER4
3759,3849,FL,1316,CMH,BWI,Y,0,73W 73C
3759,3849,WN,4547,CMH,BWI,,0,73W 73C 733
3759,3858,DL,2009,CMH,MSP,Y,0,E70 CRJ CR9 ERJ
3759,3876,AA,24,CMH,CLT,,0,CR9
3759,3876,US,5265,CMH,CLT,Y,0,E75 CR9 CR7 E70 CRJ
3759,3877,WN,4547,CMH,LAS,,0,73H
3759,3878,DL,2009,CMH,MCO,Y,0,E70
3759,3878,WN,4547,CMH,MCO,,0,73W 73C 733
3764,3832,7H,16726,GAL,FAI,,0,BE1
3764,6717,7H,16726,GAL,KAL,Y,0,CNC
3764,6717,8V,55,GAL,KAL,,0,CNC
3764,6722,7H,16726,GAL,RBY,Y,0,CNC
3764,7108,7H,16726,GAL,HSL,Y,0,CNC
3764,7111,7H,16726,GAL,NUL,Y,0,CNC BE1
3764,7111,8V,55,GAL,NUL,,0,CNC
3770,3670,AA,24,TXK,DFW,Y,0,ERD ER4
3770,3670,US,5265,TXK,DFW,,0,ERD ER4
3771,3448,AS,439,PBG,BOS,Y,0,SF3
3771,3448,KS,3935,PBG,BOS,,0,SF3
3771,3515,NK,4687,PBG,MYR,,0,320
3771,3533,G4,35,PBG,FLL,,0,M80
3771,3533,NK,4687,PBG,FLL,,0,320
3771,3617,G4,35,PBG,PIE,,0,320
3771,4167,G4,35,PBG,SFB,,0,M80
3774,3426,AS,439,ANC,SNP,Y,0,SF3
3774,3426,KS,3935,ANC,SNP,,0,SF3
3774,3429,KO,109,ANC,ILI,,0,
3774,3460,AS,439,ANC,DLG,Y,0,SF3
3774,3460,KS,3935,ANC,DLG,,0,SF3
3774,3462,AA,24,ANC,PHX,,0,319320
3774,3462,US,5265,ANC,PHX,,0,319320
3774,3484,AA,24,ANC,LAX,Y,0,737
3774,3484,AS,439,ANC,LAX,,0,73H
3774,3492,AS,439,ANC,JNU,,0,734 73Q
3774,3531,7H,16726,ANC,ADQ,,0,DH8 BE1
3774,3531,AS,439,ANC,ADQ,,0,734 73Q
3774,3536,DL,2009,ANC,SLC,,0,738
3774,3571,AS,439,ANC,BRW,,0,73Q
3774,3577,AS,439,ANC,SEA,,0,73H 73J 734 73Q 739 73G
3774,3577,DL,2009,ANC,SEA,Y,0,73J
3774,3577,UA,5209,ANC,SEA,,0,739738
3774,3599,7H,16726,ANC,BET,,0,DH8
3774,3599,AS,439,ANC,BET,,0,73Q 734
3774,3610,7H,16726,ANC,CDV,,0,BE1
3774,3610,AS,439,ANC,CDV,,0,73Q
3774,3615,AS,439,ANC,OME,,0,73Q 734
3774,3620,AS,439,ANC,SCC,,0,73Q
3774,3628,7H,16726,ANC,ENA,,0,BE1 DH8
3774,3628,AS,439,ANC,ENA,Y,0,BE1 DH8
3774,3628,GV,386,ANC,ENA,,0,BEC
3774,3664,7H,16726,ANC,HOM,,0,BE1 DH8
3774,3664,AS,439,ANC,HOM,Y,0,BE1 DH8
3774,3693,AS,439,ANC,OTZ,,0,73Q 734
3774,3720,AS,439,ANC,PDX,,0,73H 73G 734 739
3774,3728,AS,439,ANC,HNL,,0,73H
3774,3751,UA,5209,ANC,DEN,,0,738
3774,3794,AS,439,ANC,AKN,Y,0,SF3
3774,3794,KS,3935,ANC,AKN,,0,SF3
3774,3830,AS,439,ANC,ORD,,0,73H
3774,3830,UA,5209,ANC,ORD,,0,738
3774,3832,7H,16726,ANC,FAI,,0,DH8 BE1
3774,3832,AS,439,ANC,FAI,,0,73H 73Q
3774,3854,AS,439,ANC,CDB,Y,0,SF3
3774,3854,KS,3935,ANC,CDB,,0,SF3
3774,3858,DL,2009,ANC,MSP,,0,738757
3774,3865,7H,16726,ANC,VDZ,,0,DH8 BE1
3774,3865,AS,439,ANC,VDZ,Y,0,DH8 BE1
3774,3877,AS,439,ANC,LAS,,0,73H
3774,5959,AS,439,ANC,ADK,,0,734 73Q
3774,5965,AS,439,ANC,MCG,,0,SF3
3774,5965,KS,3935,ANC,MCG,,0,SF3
3774,5967,7H,16726,ANC,ANI,,0,BE1 DH8
3774,5967,AS,439,ANC,ANI,,0,SF3
3774,5967,KS,3935,ANC,ANI,,0,SF3
3774,6718,7H,16726,ANC,KSM,,0,DH8
3774,6718,AS,439,ANC,KSM,Y,0,DH8
3774,6742,AS,439,ANC,SDP,Y,0,SF3
3774,6742,KS,3935,ANC,SDP,,0,SF3
3774,7088,7H,16726,ANC,UNK,,0,DH8
3774,7088,AS,439,ANC,UNK,Y,0,SF3 DH8
3774,7088,KS,3935,ANC,UNK,,0,SF3
3774,7247,AS,439,ANC,STG,Y,0,SF3
3774,7247,KS,3935,ANC,STG,,0,SF3
3775,3550,UA,5209,GRK,IAH,Y,0,ERJ
3775,3670,AA,24,GRK,DFW,Y,0,ER4 CRJ ERD
3775,3670,US,5265,GRK,DFW,,0,ER4
3775,3682,AF,137,GRK,ATL,Y,0,CR7
3775,3682,DL,2009,GRK,ATL,Y,0,CR9 CR7
3775,3682,KL,3090,GRK,ATL,Y,0,CR9 CR7
3777,3453,G4,35,BLI,OAK,,0,M80
3777,3484,G4,35,BLI,LAX,,0,M80
3777,3577,AS,439,BLI,SEA,Y,0,DH4
3777,3720,AS,439,BLI,PDX,Y,0,DH4
3777,3728,AS,439,BLI,HNL,,0,73H
3777,3731,G4,35,BLI,SAN,,0,M80
3777,3839,G4,35,BLI,PSP,,0,M80
3777,3877,AS,439,BLI,LAS,,0,73H
3777,3877,G4,35,BLI,LAS,,0,M80 757
3777,6505,G4,35,BLI,AZA,,0,M80
3782,3550,UA,5209,MOB,IAH,Y,0,ERJ
3782,3670,AA,24,MOB,DFW,Y,0,ER4 CRJ
3782,3670,US,5265,MOB,DFW,,0,ER4
3782,3682,AF,137,MOB,ATL,Y,0,CR7 717 CR9 CRJ
3782,3682,DL,2009,MOB,ATL,,0,717319
3782,3682,KL,3090,MOB,ATL,Y,0,717 CR9 CR7 CRJ
3782,3830,UA,5209,MOB,ORD,Y,0,ERJ
3782,3876,AA,24,MOB,CLT,Y,0,CRJ
3782,3876,US,5265,MOB,CLT,,0,CRJ
3784,3484,AA,24,SAF,LAX,Y,0,CRJ
3784,3484,AS,439,SAF,LAX,Y,0,CRJ
3784,3484,US,5265,SAF,LAX,Y,0,CRJ
3784,3670,AA,24,SAF,DFW,Y,0,ER4 ERD
3784,3670,US,5265,SAF,DFW,,0,ER4
3784,3751,UA,5209,SAF,DEN,Y,0,ERJ
3790,4167,G4,35,BLV,SFB,,0,M80
3793,193,AC,330,RSW,YYZ,,0,320
3793,193,WS,5416,RSW,YYZ,,0,73W 736
3793,345,AA,24,RSW,DUS,Y,0,330
3793,345,AB,214,RSW,DUS,,0,332
3793,3447,F9,2468,RSW,TTN,,0,319
3793,3448,B6,3029,RSW,BOS,,0,320
3793,3486,UA,5209,RSW,CLE,,0,319738320
3793,3488,DL,2009,RSW,CVG,,0,M88
3793,3494,B6,3029,RSW,EWR,,0,320
3793,3494,UA,5209,RSW,EWR,,0,320738739
3793,3520,AA,24,RSW,DCA,Y,0,E75 E70
3793,3520,FL,1316,RSW,DCA,,0,717
3793,3520,US,5265,RSW,DCA,Y,0,E75 E70
3793,3520,WN,4547,RSW,DCA,Y,0,717
3793,3524,NK,4687,RSW,ACY,,0,319
3793,3550,UA,5209,RSW,IAH,,0,738
3793,3570,WN,4547,RSW,PIT,,0,73W
3793,3585,DL,2009,RSW,IND,,0,E75
3793,3585,WN,4547,RSW,IND,,0,73W 73C
3793,3589,B6,3029,RSW,HPN,,0,E90
3793,3641,WN,4547,RSW,PVD,,0,73C
3793,3645,DL,2009,RSW,DTW,,0,757753
3793,3645,NK,4687,RSW,DTW,,0,319
3793,3670,AA,24,RSW,DFW,,0,738
3793,3670,US,5265,RSW,DFW,,0,738
3793,3678,WN,4547,RSW,STL,,0,73W 73C
3793,3682,AF,137,RSW,ATL,Y,0,M90 757 M88
3793,3682,AS,439,RSW,ATL,Y,0,M90 757 M88
3793,3682,AZ,596,RSW,ATL,Y,0,M90
3793,3682,DL,2009,RSW,ATL,,0,M90 757 M88
3793,3682,FL,1316,RSW,ATL,,0,717
3793,3682,KL,3090,RSW,ATL,Y,0,M90 M88
3793,3682,VS,5347,RSW,ATL,Y,0,M90 757 M88
3793,3682,WN,4547,RSW,ATL,,0,733
3793,3697,B6,3029,RSW,LGA,,0,320
3793,3697,DL,2009,RSW,LGA,Y,0,CR9
3793,3717,WN,4547,RSW,MKE,,0,73C 73W
3793,3747,FL,1316,RSW,MDW,,0,717
3793,3747,WN,4547,RSW,MDW,,0,73W 73H
3793,3751,F9,2468,RSW,DEN,,0,319320
3793,3751,UA,5209,RSW,DEN,,0,738
3793,3752,AA,24,RSW,PHL,,0,319 E90 320
3793,3752,US,5265,RSW,PHL,,0,319 E90 320
3793,3752,WN,4547,RSW,PHL,,0,73W
3793,3759,DL,2009,RSW,CMH,Y,0,E70
3793,3759,WN,4547,RSW,CMH,,0,73W
3793,3797,B6,3029,RSW,JFK,,0,320
3793,3825,WN,4547,RSW,BDL,,0,73C 73W
3793,3830,AA,24,RSW,ORD,,0,738 M80
3793,3830,NK,4687,RSW,ORD,,0,319
3793,3830,UA,5209,RSW,ORD,,0,320
3793,3830,US,5265,RSW,ORD,,0,738 M80
3793,3849,FL,1316,RSW,BWI,,0,717
3793,3849,WN,4547,RSW,BWI,,0,73H 73C 73W 733
3793,3858,DL,2009,RSW,MSP,,0,757 M90
3793,3858,SY,4356,RSW,MSP,,0,738 73G
3793,3859,F9,2468,RSW,ILG,,0,320
3793,3875,UA,5209,RSW,EYW,Y,0,SF3
3793,3876,AA,24,RSW,CLT,,0,321320319737
3793,3876,US,5265,RSW,CLT,,0,321320319734
3793,3878,UA,5209,RSW,MCO,Y,0,SF3
3794,3460,GV,386,AKN,DLG,,0,BEC
3794,3774,AS,439,AKN,ANC,Y,0,SF3
3794,3774,KS,3935,AKN,ANC,,0,SF3
3794,7102,GV,386,AKN,KLL,,0,BEC
3794,7158,GV,386,AKN,PIP,,0,BEC
3794,7159,GV,386,AKN,WSN,,0,BEC
3796,3514,MW,3437,JHM,KOA,,0,CNA
3796,3728,MW,3437,JHM,HNL,,0,CNA
3797,16,FI,2835,JFK,KEF,,0,75T
3797,146,AA,24,JFK,YUL,Y,0,ERD
3797,146,AY,2350,JFK,YUL,Y,0,ERD
3797,146,AZ,596,JFK,YUL,Y,0,ERJ
3797,146,DL,2009,JFK,YUL,,0,ERJ CRJ
3797,146,US,5265,JFK,YUL,,0,ERD
3797,146,WS,5416,JFK,YUL,,0,ERJ CRJ
3797,156,CX,1680,JFK,YVR,,0,77W
3797,178,AA,24,JFK,YYC,,0,737
3797,178,DL,2009,JFK,YYC,Y,0,736
3797,178,WS,5416,JFK,YYC,,0,736
3797,193,AA,24,JFK,YYZ,Y,0,CR7
3797,193,AC,330,JFK,YYZ,Y,0,CRA
3797,193,AY,2350,JFK,YYZ,Y,0,CR7
3797,193,AZ,596,JFK,YYZ,Y,0,CR7
3797,193,DL,2009,JFK,YYZ,,0,CRJ CR7 ERJ
3797,193,US,5265,JFK,YYZ,,0,CR7
3797,193,WS,5416,JFK,YYZ,,0,CRJ CR7 ERJ
3797,248,DL,2009,JFK,ACC,,0,76W
3797,273,W3,407,JFK,LOS,Y,0,345
3797,302,AF,137,JFK,BRU,,0,76W
3797,302,DL,2009,JFK,BRU,,0,76W
3797,302,KL,3090,JFK,BRU,Y,0,76W
3797,302,LH,3320,JFK,BRU,Y,0,333
3797,302,SN,1531,JFK,BRU,,0,333
3797,302,UA,5209,JFK,BRU,Y,0,333
3797,340,AF,137,JFK,FRA,Y,0,76W
3797,340,DL,2009,JFK,FRA,,0,76W
3797,340,ET,2220,JFK,FRA,Y,0,744
3797,340,KL,3090,JFK,FRA,Y,0,76W
3797,340,LH,3320,JFK,FRA,,0,388744
3797,340,SQ,4435,JFK,FRA,,0,388
3797,340,UA,5209,JFK,FRA,Y,0,388744
3797,340,US,5265,JFK,FRA,,0,388
3797,345,AA,24,JFK,DUS,Y,0,330
3797,345,AB,214,JFK,DUS,,0,332
3797,346,LH,3320,JFK,MUC,,0,333
3797,346,UA,5209,JFK,MUC,Y,0,333
3797,351,AA,24,JFK,TXL,Y,0,330
3797,351,AB,214,JFK,TXL,,0,332
3797,421,AA,24,JFK,HEL,Y,0,330
3797,421,AY,2350,JFK,HEL,,0,333
3797,421,BA,1355,JFK,HEL,Y,0,333
3797,421,IB,2822,JFK,HEL,Y,0,330
3797,478,AA,24,JFK,MAN,,0,757
3797,478,AY,2350,JFK,MAN,Y,0,757
3797,478,BA,1355,JFK,MAN,Y,0,757
3797,478,IB,2822,JFK,MAN,Y,0,757
3797,478,US,5265,JFK,MAN,,0,757
3797,503,AA,24,JFK,LCY,,0,318
3797,503,AY,2350,JFK,LCY,,0,318
3797,503,BA,1355,JFK,LCY,Y,0,318
3797,503,IB,2822,JFK,LCY,Y,0,318
3797,507,AA,24,JFK,LHR,,0,777 77W
3797,507,AF,137,JFK,LHR,Y,0,764 76W
3797,507,AI,218,JFK,LHR,Y,0,772
3797,507,AY,2350,JFK,LHR,,0,744 77W 777
3797,507,BA,1355,JFK,LHR,,0,777744
3797,507,DL,2009,JFK,LHR,,0,764 76W
3797,507,IB,2822,JFK,LHR,Y,0,744 77W 777
3797,507,KL,3090,JFK,LHR,Y,0,767 76W
3797,507,KU,3179,JFK,LHR,,0,777
3797,507,MH,3378,JFK,LHR,,0,777
3797,507,US,5265,JFK,LHR,,0,77W
3797,507,VS,5347,JFK,LHR,,0,333346744
3797,580,DL,2009,JFK,AMS,,0,76W
3797,580,KL,3090,JFK,AMS,,0,330 777 74M 747
3797,599,AA,24,JFK,DUB,,0,757
3797,599,AF,137,JFK,DUB,Y,0,752
3797,599,AY,2350,JFK,DUB,,0,757
3797,599,BA,1355,JFK,DUB,Y,0,757
3797,599,DL,2009,JFK,DUB,,0,752
3797,599,EI,837,JFK,DUB,,0,330
3797,599,KL,3090,JFK,DUB,Y,0,757
3797,599,UA,5209,JFK,DUB,Y,0,330
3797,599,US,5265,JFK,DUB,,0,757
3797,603,EI,837,JFK,SNN,,0,757
3797,609,DY,3737,JFK,CPH,Y,0,788
3797,636,DY,3737,JFK,BGO,Y,0,788
3797,644,DY,3737,JFK,OSL,Y,0,788
3797,679,LO,3210,JFK,WAW,,0,788
3797,737,DY,3737,JFK,ARN,Y,0,788
3797,813,B6,3029,JFK,JNB,,0,346
3797,813,SA,4305,JFK,JNB,,0,346
3797,813,UA,5209,JFK,JNB,Y,0,346
3797,813,US,5265,JFK,JNB,,0,346
3797,1074,AT,4248,JFK,CMN,,0,763
3797,1084,DL,2009,JFK,DKR,,0,752
3797,1128,MS,2143,JFK,CAI,,0,773
3797,1128,UA,5209,JFK,CAI,Y,0,773
3797,1218,AA,24,JFK,BCN,,0,763
3797,1218,AF,137,JFK,BCN,Y,0,333
3797,1218,AY,2350,JFK,BCN,,0,763
3797,1218,BA,1355,JFK,BCN,Y,0,763
3797,1218,DL,2009,JFK,BCN,,0,333
3797,1218,IB,2822,JFK,BCN,Y,0,763
3797,1218,KL,3090,JFK,BCN,Y,0,330
3797,1218,QR,4091,JFK,BCN,Y,0,763
3797,1218,US,5265,JFK,BCN,,0,763
3797,1229,AA,24,JFK,MAD,,0,330757340
3797,1229,AF,137,JFK,MAD,Y,0,764
3797,1229,AY,2350,JFK,MAD,,0,333757346
3797,1229,BA,1355,JFK,MAD,Y,0,333757346
3797,1229,DL,2009,JFK,MAD,,0,764
3797,1229,IB,2822,JFK,MAD,,0,333346
3797,1229,KL,3090,JFK,MAD,Y,0,767
3797,1229,US,5265,JFK,MAD,,0,757
3797,1229,UX,90,JFK,MAD,,0,332
3797,1354,AF,137,JFK,NCE,Y,0,764
3797,1354,DL,2009,JFK,NCE,,0,764
3797,1382,AA,24,JFK,CDG,,0,763757
3797,1382,AF,137,JFK,CDG,,0,332772388343
3797,1382,AY,2350,JFK,CDG,,0,763757
3797,1382,AZ,596,JFK,CDG,Y,0,332388772343
3797,1382,BA,1355,JFK,CDG,Y,0,763757
3797,1382,DL,2009,JFK,CDG,,0,332772388343
3797,1382,EY,2222,JFK,CDG,Y,0,763757
3797,1382,IB,2822,JFK,CDG,Y,0,763757
3797,1382,QR,4091,JFK,CDG,Y,0,757
3797,1382,SE,5479,JFK,CDG,,0,763332
3797,1382,US,5265,JFK,CDG,,0,763757
3797,1386,AA,24,JFK,ORY,Y,0,757
3797,1386,BA,1355,JFK,ORY,Y,0,752
3797,1386,IB,2822,JFK,ORY,Y,0,752
3797,1524,AA,24,JFK,MXP,,0,763
3797,1524,AY,2350,JFK,MXP,Y,0,763
3797,1524,AZ,596,JFK,MXP,,0,330
3797,1524,B6,3029,JFK,MXP,,0,77W
3797,1524,BA,1355,JFK,MXP,Y,0,763
3797,1524,DL,2009,JFK,MXP,,0,764330
3797,1524,EK,2183,JFK,MXP,,0,77W
3797,1524,IB,2822,JFK,MXP,Y,0,763
3797,1524,QR,4091,JFK,MXP,Y,0,763
3797,1524,US,5265,JFK,MXP,,0,763
3797,1551,AZ,596,JFK,VCE,Y,0,764
3797,1551,DL,2009,JFK,VCE,,0,764
3797,1555,AA,24,JFK,FCO,,0,763
3797,1555,AY,2350,JFK,FCO,Y,0,763
3797,1555,AZ,596,JFK,FCO,,0,772330
3797,1555,BA,1355,JFK,FCO,Y,0,763
3797,1555,DL,2009,JFK,FCO,,0,772333330
3797,1555,IB,2822,JFK,FCO,Y,0,763
3797,1555,US,5265,JFK,FCO,,0,763
3797,1590,DL,2009,JFK,TLV,,0,744
3797,1590,LY,2150,JFK,TLV,,0,744
3797,1613,OS,491,JFK,VIE,Y,0,772
3797,1613,UA,5209,JFK,VIE,Y,0,772
3797,1665,LX,4559,JFK,GVA,,0,333
3797,1665,UA,5209,JFK,GVA,Y,0,333
3797,1678,AA,24,JFK,ZRH,,0,763
3797,1678,LX,4559,JFK,ZRH,,0,333
3797,1678,UA,5209,JFK,ZRH,Y,0,333
3797,1678,US,5265,JFK,ZRH,,0,763
3797,1701,TK,4951,JFK,IST,,0,330 77W
3797,1701,US,5265,JFK,IST,Y,0,330 77W
3797,1754,B6,3029,JFK,PLS,,0,320
3797,1754,DL,2009,JFK,PLS,,0,73H
3797,1759,B6,3029,JFK,LRM,,0,320
3797,1760,B6,3029,JFK,PUJ,,0,321320
3797,1760,DL,2009,JFK,PUJ,,0,73H
3797,1761,B6,3029,JFK,POP,,0,320
3797,1762,B6,3029,JFK,SDQ,,0,321320
3797,1762,DL,2009,JFK,SDQ,,0,73H
3797,1764,B6,3029,JFK,STI,,0,320321
3797,1764,DL,2009,JFK,STI,,0,73H
3797,1767,DL,2009,JFK,GUA,,0,752
3797,1772,AV,515,JFK,SAP,,0,320
3797,1779,B6,3029,JFK,KIN,,0,320
3797,1779,BW,1663,JFK,KIN,,0,738
3797,1779,OJ,3826,JFK,KIN,,0,752
3797,1780,B6,3029,JFK,MBJ,,0,320
3797,1780,BW,1663,JFK,MBJ,,0,738
3797,1780,DL,2009,JFK,MBJ,,0,73H
3797,1824,4O,17885,JFK,MEX,,0,320
3797,1824,AM,321,JFK,MEX,,0,738787
3797,1824,AZ,596,JFK,MEX,Y,0,738
3797,1824,DL,2009,JFK,MEX,,0,738757787
3797,1852,AA,24,JFK,CUN,,0,738
3797,1852,AM,321,JFK,CUN,,0,738
3797,1852,B6,3029,JFK,CUN,,0,320
3797,1852,DL,2009,JFK,CUN,,0,738
3797,1852,US,5265,JFK,CUN,,0,738
3797,1871,CM,1889,JFK,PTY,,0,738
3797,1871,UA,5209,JFK,PTY,Y,0,738
3797,1881,B6,3029,JFK,LIR,,0,320
3797,1881,DL,2009,JFK,LIR,,0,73H
3797,1885,AA,24,JFK,SJO,,0,738
3797,1885,DL,2009,JFK,SJO,,0,757
3797,1885,US,5265,JFK,SJO,,0,738
3797,1892,AV,515,JFK,SAL,,0,320321
3797,1892,UA,5209,JFK,SAL,Y,0,320
3797,1892,US,5265,JFK,SAL,,0,320
3797,1897,AA,24,JFK,PAP,,0,763
3797,1897,AF,137,JFK,PAP,Y,0,738
3797,1897,B6,3029,JFK,PAP,,0,320
3797,1897,DL,2009,JFK,PAP,,0,738
3797,1926,B6,3029,JFK,GCM,,0,320
3797,1926,KX,1682,JFK,GCM,,0,733
3797,1953,B6,3029,JFK,NAS,,0,320 E90
3797,1953,DL,2009,JFK,NAS,,0,M88
3797,2072,SV,4533,JFK,JED,,0,777
3797,2082,SV,4533,JFK,RUH,,0,777
3797,2170,AA,24,JFK,AMM,Y,0,340330
3797,2170,RJ,4259,JFK,AMM,,0,340330
3797,2170,US,5265,JFK,AMM,,0,340330
3797,2176,KU,3179,JFK,KWI,,0,777
3797,2179,AA,24,JFK,AUH,Y,0,777
3797,2179,EY,2222,JFK,AUH,,0,77W
3797,2188,B6,3029,JFK,DXB,,0,388
3797,2188,EK,2183,JFK,DXB,,0,388
3797,2207,PK,3871,JFK,LHE,,0,777
3797,2241,AA,24,JFK,DOH,,0,777
3797,2241,QR,4091,JFK,DOH,,0,77W
3797,2276,BR,2091,JFK,TPE,,0,77W
3797,2279,AA,24,JFK,NRT,,0,787773
3797,2279,DL,2009,JFK,NRT,,0,744
3797,2279,JL,2987,JFK,NRT,,0,788773
3797,2279,NH,324,JFK,NRT,,0,77W
3797,2279,UA,5209,JFK,NRT,Y,0,77W
3797,2560,AA,24,JFK,GIG,,0,763
3797,2560,JJ,4867,JFK,GIG,,0,763
3797,2560,US,5265,JFK,GIG,,0,763
3797,2564,AA,24,JFK,GRU,,0,773 77W 777
3797,2564,DL,2009,JFK,GRU,,0,764
3797,2564,G3,1790,JFK,GRU,,0,764
3797,2564,JJ,4867,JFK,GRU,,0,773 77W 777
3797,2564,US,5265,JFK,GRU,,0,77W 777
3797,2650,AA,24,JFK,SCL,Y,0,787
3797,2650,LA,3200,JFK,SCL,,0,787
3797,2673,AA,24,JFK,GYE,Y,0,763
3797,2673,XL,1034,JFK,GYE,,0,763
3797,2709,AV,515,JFK,BOG,,0,319330
3797,2709,DL,2009,JFK,BOG,,0,73W
3797,2709,UA,5209,JFK,BOG,Y,0,330
3797,2709,US,5265,JFK,BOG,,0,319
3797,2714,B6,3029,JFK,CTG,,0,320
3797,2745,AV,515,JFK,MDE,,0,319
3797,2745,US,5265,JFK,MDE,,0,319
3797,2789,AA,24,JFK,LIM,Y,0,763
3797,2789,JJ,4867,JFK,LIM,Y,0,763
3797,2789,LA,3200,JFK,LIM,,0,763
3797,2851,AA,24,JFK,CCS,,0,757738
3797,2874,AA,24,JFK,ANU,,0,738
3797,2874,US,5265,JFK,ANU,,0,738
3797,2875,B6,3029,JFK,BGI,,0,321
3797,2882,BW,1663,JFK,GND,,0,738
3797,2882,DL,2009,JFK,GND,,0,73H
3797,2883,AA,24,JFK,STT,,0,757
3797,2883,DL,2009,JFK,STT,,0,757
3797,2883,US,5265,JFK,STT,,0,757
3797,2885,B6,3029,JFK,BQN,,0,320
3797,2889,B6,3029,JFK,PSE,,0,320
3797,2890,AA,24,JFK,SJU,,0,757
3797,2890,AY,2350,JFK,SJU,,0,757
3797,2890,B6,3029,JFK,SJU,,0,320
3797,2890,DL,2009,JFK,SJU,,0,73H 752 757
3797,2890,US,5265,JFK,SJU,,0,757
3797,2894,B6,3029,JFK,UVF,,0,320
3797,2895,B6,3029,JFK,AUA,,0,320
3797,2895,DL,2009,JFK,AUA,,0,73H
3797,2899,AA,24,JFK,SXM,,0,757
3797,2899,B6,3029,JFK,SXM,,0,320
3797,2899,DL,2009,JFK,SXM,,0,752
3797,2899,US,5265,JFK,SXM,,0,757
3797,2901,BW,1663,JFK,TAB,,0,738
3797,2902,B6,3029,JFK,POS,,0,320
3797,2902,BW,1663,JFK,POS,,0,738
3797,2939,PS,5282,JFK,KBP,,0,767
3797,2985,DL,2009,JFK,SVO,,0,333 76W 77W
3797,2985,SU,130,JFK,SVO,,0,333 77W
3797,2988,UN,5067,JFK,VKO,,0,777
3797,3077,AA,24,JFK,HKG,Y,0,773
3797,3077,CX,1680,JFK,HKG,,0,77W
3797,3093,AI,218,JFK,DEL,,0,77W
3797,3364,CA,751,JFK,PEK,,0,773
3797,3364,UA,5209,JFK,PEK,Y,0,773
3797,3364,US,5265,JFK,PEK,Y,0,773
3797,3406,DL,2009,JFK,PVG,,0,346
3797,3406,MU,1758,JFK,PVG,,0,346
3797,3448,AA,24,JFK,BOS,,0,738
3797,3448,B6,3029,JFK,BOS,,0,E90 320
3797,3448,DL,2009,JFK,BOS,,0,CR9 752 CR7
3797,3448,US,5265,JFK,BOS,,0,738
3797,3453,B6,3029,JFK,OAK,,0,320
3797,3462,AA,24,JFK,PHX,,0,321
3797,3462,B6,3029,JFK,PHX,,0,320
3797,3462,DL,2009,JFK,PHX,,0,738 73H
3797,3462,US,5265,JFK,PHX,,0,321
3797,3469,AA,24,JFK,SFO,,0,32B 763
3797,3469,AS,439,JFK,SFO,Y,0,321763
3797,3469,B6,3029,JFK,SFO,,0,320
3797,3469,DL,2009,JFK,SFO,,0,752
3797,3469,UA,5209,JFK,SFO,,0,757
3797,3469,US,5265,JFK,SFO,,0,32B 763
3797,3469,VX,5331,JFK,SFO,,0,320
3797,3484,AA,24,JFK,LAX,,0,32B 762
3797,3484,AS,439,JFK,LAX,Y,0,321762
3797,3484,B6,3029,JFK,LAX,,0,320
3797,3484,DL,2009,JFK,LAX,,0,76W 752
3797,3484,QF,4089,JFK,LAX,,0,744
3797,3484,UA,5209,JFK,LAX,,0,757
3797,3484,US,5265,JFK,LAX,,0,32B 762
3797,3484,VX,5331,JFK,LAX,,0,320
3797,3486,AA,24,JFK,CLE,Y,0,ER4
3797,3486,DL,2009,JFK,CLE,,0,CRJ ERJ
3797,3486,US,5265,JFK,CLE,Y,0,ER4
3797,3488,AA,24,JFK,CVG,Y,0,ER4
3797,3488,DL,2009,JFK,CVG,,0,CR9 CR7
3797,3488,US,5265,JFK,CVG,Y,0,ER4
3797,3520,AA,24,JFK,DCA,,0,738
3797,3520,DL,2009,JFK,DCA,,0,CR9
3797,3520,US,5265,JFK,DCA,,0,738
3797,3533,B6,3029,JFK,FLL,,0,320 E90
3797,3533,DL,2009,JFK,FLL,,0,752 M88 73H 738
3797,3536,B6,3029,JFK,SLC,,0,320
3797,3536,DL,2009,JFK,SLC,,0,757 73H 738 739 752
3797,3566,B6,3029,JFK,HOU,,0,E90
